,AlertId,Date,Alert,Category,Priority,Company,Company_normalized,Region
153,154,2023-05-23 09:10:47,Asepto will be joining the 'Propak Mena 2023' taking place in Cairo where they will be showcasing their pyramid-perfect aseptic liquid packaging solutions.,Events,Medium,Asepto,Asepto,
154,155,2023-05-24 00:51:50,GEA is promoting its complete range of cleaners which provide the most efficient cleaning performance to effectively solve such cleaning tasks.,Marketing Updates,Medium,Gea Beverage,Gea,
155,156,2023-05-24 03:07:38,Amcor Colombia plant is now powered by renewable solar energy. This shift to 100% renewable energy supports Amcor's global 2050 net-zero emissions goals.,Sustainability,High,Amcor Global,Amcor,
156,157,2023-05-24 03:14:56,Mondi has created new paper bags for Holz-Bauer's wooden pellets replacing unnecessary plastic.,New Products and Services,High,Mondi Group Global,Mondi,
157,158,2023-05-24 05:05:27,"GEA posted a YouTube video: Two screws for multifunction extruders - The group of co-ro ating interpenetrating screws consists of several modules which have the following functions - Upstream and downstream transport, mixing, the addition of additives, injection of liquids, degassing, cooking and shaping.",YouTube,Medium,Gea,Gea,
158,159,2023-05-24 05:36:00,Tetra Pak added a YouTube video: Recycling journey of paper-based Tetra Pak cartons.,YouTube,Medium,Tetra Pak,Tetra Pak,
159,160,2023-05-24 06:05:35,GEA is promoting its equipment on Twitter -  GEA CircoBright SFM - Liquid cleaning agent for milking equipment and milk cooling systems.,Marketing Updates,Medium,Gea Ireland,Gea,Ireland
160,161,2023-05-24 06:20:45,"In a Linkedin post, Amcor featured the benefits of its healthcare fortis breather bags which is the preferred packaging solution for items sterilized prior to use in operating rooms and other medical settings.",Marketing Updates,Medium,Amcor Global,Amcor,
161,162,2023-05-24 07:11:15,"New YouTube Video: Sustainability - Revive Recycle Regenerate - They are reducing industrial waste, reusing items whenever possible, and recycling materials by adding value.",Sustainability,Medium,Asepto,Asepto,
162,163,2023-05-24 09:12:45,Krones offers 'Energy and Media Analysis' which is part of its comprehensive lifecycle service that provides customers with many ways to optimise their resource consumption and energy efficiency.,Marketing Updates,Medium,Krones,Krones,
163,164,2023-05-24 10:14:45,"SPX FLOW posted a video in which its solution maker and global product manager, Samuel Glover highlighted the efficiency of the plate heat exchanger capabilities. ",LinkedIn Posts,Medium,Spx Flow,Spx Flow,
164,165,2023-05-24 10:19:45,"Krones has featured its ErgoBloc - With its stretch blow moulding, labelling, filling and capping functions, the wet section block offers an output of up to 100,000 containers per hour.",Marketing Updates,Medium,Krones Germany,Krones,Germany
165,166,2023-05-24 11:36:46,GEA has launched a new Feeding Robot - DairyFeed F4500.,New Products and Services,High,Gea Farming Ireland,Gea Farming,Ireland
166,167,2023-05-24 11:39:58,"Tetra Pak plant-based carton packages feature renewable materials like paperboard and sugarcane polymers, all certified from responsibly managed and other controlled sources. ",Marketing Updates,Medium,Tetra Pak,Tetra Pak,
167,168,2023-05-24 12:23:39,"Asepto has introduced Flexipress 10000 - I  is designed to process packs 100ml, 125ml, 160ml and 200ml for convenient and smart packaging needs. ",New Products and Services,High,Asepto,Asepto,
168,169,2023-05-24 12:35:03,Tetra Pak shared a YouTube video highlighting the life of a paper-based Tetra Pak  carton,YouTube,Medium,Tetra Pak,Tetra Pak,
169,170,2023-05-24 12:44:33,"Amcor, Delterra, Mars and P&G have jointly announced the launch of a strategic partnership to stem the tide of plastic pollution in the Global South. The partnership will focus on countries of the Global South, starting in Indonesia, Argentina and Brazil, and aim to provide easy access to waste management and recycling systems to 10 million people.",New Partnerships,High,Amcor Global,Amcor,
170,171,2023-05-25 02:57:34,Asepto is showcasing its pyramid-perfect aseptic liquid packaging solutions at 'PROPAK MENA 2023' in Cairo. ,Instagram Posts,Medium,Asepto,Asepto,
171,172,2023-05-25 03:18:43,"GEA provided details regarding the updated F-Gas regulations - The European parliament has now voted to put further F-gas regulation amendments in place that will see an outright ban on fluorinated gases in refrigeration, air conditioning and heat pump equipment in the next 5 years.",Sustainability,Medium,Gea,Gea,
172,173,2023-05-25 05:34:43,SPX FLOW's Lightnin brand is celebrating its centennial anniversary. ,LinkedIn Posts,Low,Spx Flow,Spx Flow,
173,174,2023-05-25 07:02:44,The Volvic water brand has chosen a wet-end block from Krones for filling its product into square bottles.,Company News,High,Krones,Krones,
174,175,2023-05-25 10:09:43,Amcor will be joining 'Pak Expo Las Vegas' which will be taking place from 11th to 13th September 2023. ,Events,Medium,Amcor Global,Amcor,
175,176,2023-05-25 10:25:26,SIG featured a new article: Sustainability first with smart dispensing - Examine the relationship between smart beverage dispensing technology and the sustainability impact of beverages.,Sustainability,Medium,Sig,Sig,
176,177,2023-05-26 01:19:26,Krones has shared a new Youtube Video: Company Presentation Krones Group 2023.,YouTube,Medium,Krones,Krones,
177,178,2023-05-26 02:19:19,SIG has shared a new blog post: Sustainability first with smart dispensing.,Company Blog,Medium,Sig,Sig,
178,179,2023-05-26 03:01:41,"GEA has shared a new post: It was a day filled with excitement and heartfelt appreciation - The GEA Better World Awards 2023. We honored and celebrated the outstanding talent, dedication, and exceptional performance of individuals and teams across GEA. Their contributions demonstrate the strength of our common purpose of engineering for a better world.",LinkedIn Posts,Medium,Gea,Gea,
179,180,2023-05-26 03:18:33,"GEA will be participating in the ""Trade Fair - Expoquimia"" from 30th May 2023 to 2nd June 2023.",Events,Medium,Gea,Gea,
180,181,2023-05-26 04:05:42,New Article: ErgoBloc L is the centerpiece of Volvic's new line.,Company Blog,Medium,Krones Germany,Krones,Germany
181,182,2023-05-26 04:15:41,Tetra Pak has shared the information related to Tetra Pak Custom Printing.,Marketing Updates,Medium,Tetra Pak,Tetra Pak,
182,183,2023-05-26 05:08:41,"SPX FLOW has shared a new post: Proud of solution makers in Silkeborg, Denmark who've established, ""MentalbHealth Circles"" to support team members.",LinkedIn Posts,Medium,Spx Flow,Spx Flow,
183,184,2023-05-26 05:19:42,"Mondi, a global leader in sustainable packaging and paper, has collaborated with Silbo to upgrade its pallet wrapping from plastic stretch film to Mondi's kraft paper Advantage StretchWrap. ",New Partnerships,High,Mondi Group Global,Mondi,
184,185,2023-05-26 05:52:41,"In a short video shared by Amcor Global, Frank Lehmann, VP of Corporate Venturing and Open Innovation at Amcor, and Alessandro Marchiaro, Co-Founder and CFO of circolution, discuss innovation, packaging circularity, and entrepreneurship.",Thought Leadership,Medium,Amcor Global,Amcor,
185,186,2023-05-26 08:32:41,"Asepto will unveil its latest packaging innovations at Propak Mena 2023 in Cairo, Egypt. Propak Mena will take place from 28th May 2023 to 30th May 2023.",Events,Medium,Asepto,Asepto,
186,187,2023-05-30 00:48:47,GEA has expanded the 'Varivent' single-seat valve portfolio with radial sealing valves which will save valuable service time and costs.,Product Changes,High,Gea Beverage,Gea,
187,188,2023-05-30 02:50:31,"GEA's 'Automated Feeding System with the F4500' features include automatic 24/7 feeding routines, intelligent feed analysis and optimisation. ",Marketing Updates,Medium,Gea Ireland,Gea,Ireland
188,189,2023-05-30 03:54:57,"Krones reported that its Modulfill fills both carbonated and non-carbonated water, and up to 78,000 containers per hour. ",Marketing Updates,Medium,Krones,Krones,
189,190,2023-05-30 04:18:33,Tetra Pak will be participating in the 'World Circular Economy Forum 2023' on 30th May 2023. ,Events,Medium,Tetra Pak,Tetra Pak,
190,191,2023-05-30 05:10:33,SPX FLOW shared a new post: We are beyond grateful to the nation's solution makers who laid down their lives for the greater good. We honour you this Memorial Day.,LinkedIn Posts,Low,Spx Flow,Spx Flow,
191,192,2023-05-30 08:37:33,Asepto has announced to open its 'Aseptic Liquid Packaging' plant in Egypt.,Company News,High,Asepto,Asepto,
192,193,2023-05-30 08:39:33,Krones will be participating in 'Djazagro - The trade show for agri-food production' taking place from 5th to 8th June 2023. ,Events,Medium,Krones,Krones,
193,194,2023-05-30 10:40:16,Insight Article: Three trends from natural products expo west shaping the future of packaging.,Company Blog,Medium,Amcor Global,Amcor,
194,195,2023-05-30 13:45:24,Amcor featured a blog: In conversation with Amcor Lift-Off winner circolution - Part II.,Company Blog,Medium,Amcor Global,Amcor,
195,196,2023-05-31 01:03:31,Lamipak has now developed its own printed paper straw wrappers. ,New Products and Services,High,Lamipak Global,Lamipak,
196,197,2023-05-31 01:18:01,GEA has introduced a new feeding robot-  GEA Dairy Feed F4500. ,New Products and Services,High,Gea,Gea,
197,198,2023-05-31 01:20:16,"GEA is promoting its DIOX-2 water deaeration system that minimizes energy demand, operating and maintenance costs without compromising on process reliability, flexibility and product quality and safety.",Marketing Updates,Medium,Gea Beverage,Gea,
198,199,2023-05-31 03:05:32,GEA reported that Biovian uses its homogenizers and pathfinder GMP centrifuge to test and upscale their processes. ,Marketing Updates,Medium,Gea Homogenizer,Gea,
199,200,2023-05-31 04:14:03,Upcoming Event: The 'Floei Expo will be taking place from 21st May to 2nd of June. ,Events,Medium,Amcor Global,Amcor,
200,201,2023-05-31 04:14:31,Tetra Pak will be joining the 'Fispal Sorvetes 2023' which will be taking place on 13th June 2023. ,Events,Medium,Tetra Pak,Tetra Pak,
201,202,2023-05-31 05:06:31,SPX FLOW shared a guide 'Six production trends to consider in chocolate production. ,Marketing Updates,Medium,Spx Flow,Spx Flow,
202,203,2023-05-31 05:51:32,Amcor will be participating in the 'Pack Expo Las Vegas' taking place from the 11th to the 13th of September 2023.,Events,Medium,Amcor Global,Amcor,
203,204,2023-05-31 06:26:59,SIG announced that the Terra Alegre will be introducing tethered SIG MaxxCap Linked on SIG's carton packs. ,Company News,Medium,Sig,Sig,
204,205,2023-05-31 08:33:31,Krones will be attending 'Craft Beer China 2023' taking place from 30th May to the 1st June 2023.,Events,Medium,Krones,Krones,
205,206,2023-05-31 11:00:49,"Mondi is collaborating with Beiersdorf to create more sustainable release liners for its new wound care plaster range 'Green and Protect' from Hansaplast, Elastoplast and Curitas. ",Company News,High,Mondi Group Global,Mondi,
206,207,2023-05-31 12:35:55,"According to Life cycle analyses (LCA), the Pure-Pak carton has significantly outperforms other packaging, particularly in terms of greenhouse gas emissions.",Sustainability,Medium,Elopak,Elopak,
207,208,2023-05-31 15:36:47,Greatview has announced its plan for the purchase of equipment and expansion of the Company's production facilities in order to increase the production capacity. ,Company News,High,Greatview,Greatview,
208,209,2023-06-01 01:19,GEA added a YouTube video: Sustainable drinking water supply in Indonesia.,YouTube,Medium,Gea,Gea,
209,210,2023-06-01 02:51,GEA provided details regarding its brand Agroserve which supplies a range of dairy hygiene chemicals.,Marketing Updates,Medium,Gea Ireland,Gea,Ireland
210,211,2023-06-01 02:55,"Tetra Pak highlighted that packaging policies must regard food security - This must be considered as policies for packaging of perishable liquid foods that are developed, to ensure solutions are sustainable, but also give people access to safe, nutritious food - across the EU. ",Sustainability,Low,Tetra Pak,Tetra Pak,
211,212,2023-06-01 03:07,"SPX FLOW discussed the details of Gerstenberg Schroder packing innovation which is a butter bulk packer that's safety compliant, easier to use and fully automatic. ",Marketing Updates,Medium,Spx Flow,Spx Flow,
212,213,2023-06-01 03:11,Mondi added a new video: Power of Innovation - Watch our third video episode with Johanna Uotila.,YouTube,Medium,Mondi Group Global,Mondi,
213,214,2023-06-01 03:13,UFLEX has published the 'Earnings Presentation' of its Q4 FY23. ,Financial Results,High,Uflex Global,Uflex,
214,215,2023-06-01 03:21,Amcor posted a YouTube video: Amcor Moda packaging solutions - Moda chill cold water tunnel.,YouTube,Medium,Amcor Global,Amcor,
215,216,2023-06-01 03:56,"In a Twitter post, Krones is promoting its Contiflow - A flexible plant technology which increases the number of flavour combinations of non-alcoholic soft drinks.",Marketing Updates,Medium,Krones,Krones,
216,217,2023-06-01 03:58,"Twitter Post: Thank you, Egypt - As we say goodbye to the land of pyramids, we're grateful for the success at Propak MENA 2023. ",Twitter Posts,Low,Asepto,Asepto,
217,218,2023-06-01 04:55,Amcor will be joining the 'International Dairy Deli Bakery Association' conference taking place from 4th to 6th June 2023.,Events,Medium,Amcor Global,Amcor,
218,219,2023-06-01 05:21,"Mondi, in partnership with Kalea GmbH, will be hosting a workshop on design thinking. ",Events,Medium,Mondi Group Global,Mondi,
219,220,2023-06-01 06:58,"Krones announced that Matous for Food Industries has kicked off its bottling of still water in Libya, with a filling line and a water treatment system from Krones,",Company News,High,Krones,Krones,
220,221,2023-06-01 08:27,"On World Milk Day and International Children's Day, Lamipak mentioned that they know children require nutrients and calcium to grow tall and strong, which is why Lamipak has been involved in government-sponsored programs. ",Facebook Posts,Medium,Lamipak,Lamipak,
221,222,2023-06-01 10:01,Tetra Pak discussed that it can help facilitate the customer's decision-making and help realise the potential at hand if they struggling to respond to changing consumer demands with new products. ,Marketing Updates,Medium,Tetra Pak,Tetra Pak,
222,223,2023-06-01 10:51,"Krones ErgoBloc L wet-end system has outperformed with an hourly output of 100,000 0.5-li re PET or rPET bottles - Within just a few months, international clients have ordered nearly 30 of these high-performers. ",Marketing Updates,High,Krones,Krones,
223,224,2023-06-01 11:28,Krones has won the German innovation award in the category 'Special Mention - Excellence in Business to Business - Machines & Engineering'.,Awards,High,Krones,Krones,
224,225,2023-06-02 02:47,"Elopak has partnered with Luoro to launch its range of vegan, alcohol-free mouthwash in cartons made from sustainably sourced paperboard.",New Partnerships,High,Elopak,Elopak,
225,226,2023-06-02 02:51,Tetra Pak is innovating for efficient milk production to reach net zero across the value chain by 2050. ,Sustainability,Medium,Tetra Pak,Tetra Pak,
226,227,2023-06-02 03:03,"In a Twitter post, SPX FLOW states that June is pride month, and the solution makers bring their authentic selves to the workplace to support a culture of belonging that helps everyone feel heard, welcomed and appreciated.",Twitter Posts,Medium,Spx Flow,Spx Flow,
227,228,2023-06-02 03:06,Lamipak posted a YouTube video: Lamipak school milk program video.,YouTube,Medium,Lamipak,Lamipak,
228,229,2023-06-02 03:49,Krons discussed that its PU control system ensures maximum product safety and constant product quality dynamically and in real-time. ,Marketing Updates,Medium,Krones,Krones,
229,230,2023-06-02 04:40,"UFLEX has announced its consolidated financial results for the fourth quarter and full year ending on March 31st, 2023. The company clocked its highest-ever revenue in FY23 at INR 14,784 crore, an 11.4% YoY growth.",Financial Results,High,Uflex Global,Uflex,
230,231,2023-06-02 08:33,"while observing World Milk Day, GEA claims to be a trusted supplier of equipment and solutions to the global dairy industry.",Marketing Updates,Medium,Gea,Gea,
231,232,2023-06-02 10:09,"In a Linkedin post, GEA shared the highlights of the 'GEA Better World Awards 2023'.",LinkedIn Posts,Medium,Gea,Gea,
232,233,2023-06-02 10:11,"On World Milk Day, GEA shared that it is not only just milk. It is a nutritious drink that also employs millions around the world.",Facebook Posts,Medium,Gea Farming Ireland,Gea Farming,Ireland
233,234,2023-06-02 10:34,Amcor posted a short video on 'How is PET and Plasmax technology changing traditional wine packaging'. ,Marketing Updates,Medium,Amcor Global,Amcor,
234,235,2023-06-02 11:56,SIG featured a new article: What is on with on-the-go consumption?,Company Blog,Medium,Sig,Sig,
235,236,2023-06-02 13:25,"Amcor has published the specifications sheet for Moda Track high-speed indexing smart conveyor, Shrink hot water shrink tunnel, Pac side-seal auto flow wrapper, Merge, Moda Bag in-line vacuum shrink bag maker and printer, Bag in-line vacuum shrink bag maker and printer, Chill cold water tunnel, Dry self-contained drying system, Vac, and Loader.",Marketing Updates,High,Amcor Global,Amcor,
236,237,2023-06-05 02:17,Tetra Pak posted a YouTube video: Tetra Pak Sustainability Report FY 2022 - Committed to our future.,YouTube,Medium,Tetra Pak,Tetra Pak,
237,238,2023-06-05 02:47,GEA highlighted that CircoPure N SFM is a liquid acid for active cleaning and disinfection of milking equipment and milk cooling systems and tanks. ,Twitter Posts,Medium,Gea Ireland,Gea,Ireland
238,239,2023-06-05 02:59,Elopak has announced that it will build a new plant in the USA to better serve its customers in the Americas and accelerate growth in the region. ,Company News,High,Elopak,Elopak,
239,240,2023-06-05 03:51,"Krones states that Since 2014, Guedila Algerie has been using two PET lines from Krones. With an output of 36,000 bph for 1.5-li re bottles and 30,000 bph for 2.0-li re bottles, they continue to innovate and evolve to better serve its customers.",Twitter Posts,Medium,Krones,Krones,
240,241,2023-06-05 04:04,Amcor will be participating in the 'FCE Pharma 2023' taking place from the 13th to the 16th of June 2023. ,Events,Medium,Amcor Global,Amcor,
241,242,2023-06-05 05:47,Krones has partnered with label manufacturer CCL to allow the application of a new recyclable sleeve.,New Partnerships,High,Krones Spain,Krones,Spain
242,243,2023-06-05 06:19,Amcor highlighted they presented at 'IDDBA 2023' that took place from 4th to 6th June 2023.,Marketing Updates,Medium,Amcor Global,Amcor,
243,244,2023-06-05 08:11,Elopak's CEO shared his thoughts on the company's exit from Russia following its invasion of Ukraine.,Thought Leadership,Medium,Elopak,Elopak,
244,245,2023-06-05 08:21,"In a new post, Lamipak shared that today is World Environment Day, which is a United Nations initiative set up to remind everyone in the world that their actions on plastic pollution matter a lot.",Facebook Posts,Medium,Lamipak,Lamipak,
245,246,2023-06-05 08:40,"While observing World Environment Day, GEA shared that they engineer sustainable solutions for a better world and support the sustainability goals of their customers. ",Facebook Posts,Medium,Gea,Gea,
246,247,2023-06-05 10:06,Krones will be participating in the 'DJAZAGRO 2023' trade show taking place from the 5th to the 8th of June 2023. ,Events,Medium,Krones,Krones,
247,248,2023-06-05 10:06,Asepto will be joining the 'Propak Asia 2023' taking place from 14th to 17th June 2023.,Events,Medium,Asepto,Asepto,
248,249,2023-06-05 10:10,"On World Environment Day, Tetra Pak featured the sustainability report which summarises its sustainability performance for the financial year 2022 and provides an update on its ambitions, actions, targets, and ongoing work to measure the progress.",Facebook Posts,Medium,Tetra Pak,Tetra Pak,
249,250,2023-06-05 11:00,"In a Facebook post, Elopak featured its employee 'Peter' - Chasing improvements and embracing new challenges, Peter Bohne has never looked back since joining our pack in 2005.  ",Facebook Posts,Low,Elopak,Elopak,
250,251,2023-06-05 11:08,"According to the OECD, the world today produces about 460 million tonnes of plastic per year. Packaging accounts for a good 40% of this amount.",Marketing Intelligence,Medium,Krones,Krones,
251,252,2023-06-06 02:57,The Joint president of flexible packaging at UFlex shared that 'We use 90% recycled content in polyester packaging film'.,Sustainability,Medium,Uflex Global,Uflex,
252,253,2023-06-06 03:21,"SPX FLOW added a YouTube video: Hydraulic Technology - Solution makers are supporting construction projects, infrastructure and high-rises around the world.",YouTube,Medium,Spx Flow,Spx Flow,
253,254,2023-06-06 03:39,"On World Environment Day, Elopak is honouring one year of net zero targets, reaching net zero emissions by 2050 won't be easy but they have already made significant progress.",Sustainability,Medium,Elopak,Elopak,
254,255,2023-06-06 05:51,"Amcor reported that its acquisition of Moda Systems delivers the world's best and most advanced turnkey protein packaging solutions. Cutting-edge automation technologies, industry-leading packaging materials and unrivalled customer support.",Marketing Updates,Medium,Amcor Global,Amcor,
255,256,2023-06-06 07:38,"On World Environment Day, Elopak shared that they have worked systematically to reduce greenhouse gas emissions since 2008, following global frameworks such as the Greenhouse Gas Protocol and standards from the Science Based Targets Initiative (SBTi).",Sustainability,Medium,Elopak,Elopak,
256,257,2023-06-06 07:43,Amcor will be participating in 'The American Association of meat processors' taking place from the 13th to the 15th of July 2023. ,Events,Medium,Amcor Global,Amcor,
257,258,2023-06-06 08:09,"Mondi confirmed that it has advised Augment Investments Limited (Augment) that it is withdrawing from the agreement to sell Mondi's most significant facility in Russia, Joint Stock Company Mondi Syktyvkar, together with two affiliated entities (Syktyvkar), to Augment.",Company News,High,Mondi Group Global,Mondi,
258,259,2023-06-06 09:41,"SPX FLOW has launched e new PE60 series hydraulic pump that offers increased control technology, auto-cycle functionality, longer runtime and 'plug and play' accessories. ",New Products and Services,High,Spx Flow,Spx Flow,
259,260,2023-06-06 09:42,"GEA featured an article: The circularity imperative in manufacturing - By 2026, all GEA spare parts and packaging for GEA machinery will comply with one of the 5Rs. By 2030, all GEA solutions will be enabled for zero freshwater consumption.",Company Blog,Medium,Gea,Gea,
260,261,2023-06-06 09:42,"Tetra Pak has published its Sustainability Report FY22, highlighting the company's progress across various aspects of sustainability. ",Sustainability,High,Tetra Pak,Tetra Pak,
261,262,2023-06-06 09:43,"Updated key messaging focusing on soya beverages - Our breakthrough innovation, whole bean soya, could potentially change the market for soya beverages as we know it - Explore opportunities with whole bean soya.",Marketing Updates,High,Tetra Pak,Tetra Pak,
262,263,2023-06-06 10:27,"Krones featured its Robogrip - The robot for packing and palletising. It can not only handle packing and unpacking, but can also palletise individually, in rows, or in layers. It even comes with a selection of suitable gripping or multifunctional tools.",Marketing Updates,Medium,Krones,Krones,
263,264,2023-06-06 11:07,Asepto will be joining the 'ProPak Asia' taking place 14th to 17th of June 2023.,Events,Medium,Asepto,Asepto,
264,265,2023-06-07 01:17,"In a YouTube video: GEA provided details regarding the Service Level Agreements (SLA) that offer enhanced support services to maintain, monitor, analyze and optimize filling and packaging systems in a structured and flexible way.",YouTube,Medium,Gea,Gea,
265,266,2023-06-07 01:19,"YouTube Video: Krones group corporate presentation 2023 - I  offers lines for the beverage industry and food producers - Process technology, filling technology, packaging machines, and even IT solutions. ",YouTube,Medium,Krones,Krones,
266,267,2023-06-07 01:22,"GEA has introduced the new design of the 'DICAR-C Carbonation System' - The new, sustainable design of the unit saves water at the production start and includes a recipe management system.",Product Changes,High,Gea Beverage,Gea,
267,268,2023-06-07 02:46,GEA featured its iFLOW's modular design - This system is hailed as the trouble-free system that offers the lowest total cost of ownership of any rotary platform on the market.,Marketing Updates,Medium,Gea Ireland,Gea,Ireland
268,269,2023-06-07 02:50,Tetra Pak featured the Design for Recycling (DfR) guidelines that help optimize the recyclability of beverage cartons. ,Marketing Updates,Medium,Tetra Pak,Tetra Pak,
269,270,2023-06-07 03:15,YouTube Video: Amcor Moda packaging solutions - Moda Vac high-speed rotary chamber vacuum packaging machine.,YouTube,Medium,Amcor Global,Amcor,
270,271,2023-06-07 03:30,Amcor will be joining the 'World of wipes' international conference taking place from the 17th to the 20th of July 2023. ,Events,Medium,Amcor Global,Amcor,
271,272,2023-06-07 03:37,"Mondi will be joining the trade show 'Edition Speciale by Luxe Pack' and showing a selection of high-quality, sustainable packaging papers made from natural materials. The event is scheduled to take place on the 7th and 8th of June 2023. ",Events,Medium,Mondi Group Global,Mondi,
272,273,2023-06-07 04:43,"UFLEX featured an interview of its president with ET Now on 'UFlex's growth momentum and highest-ever revenue of INR 14,784 crore'. ",Marketing Updates,Medium,Uflex Global,Uflex,
273,274,2023-06-07 04:50,Krones has expanded its portfolio with new technology - Process technology for water. ,New Products and Services,High,Krones ,Krones,
274,275,2023-06-07 05:07,"Krones announced that its share moved up from the SDAX to the MDAX. Krones is thus returning to the MDAX, an index of 50 medium-sized stocks, after 5 years in the SDAX.",Company News,High,Krones Germany,Krones,Germany
275,276,2023-06-07 06:24,"Krones reported that the first ErgoBloc L in Volvic is now in operation, filling the still water brand Volvic eau minerale naturelle at 56,000 square 1.5-li re rPET containers per hour. ",Marketing Updates,High,Krones China,Krones,China
276,277,2023-06-07 09:20,"On the occasion of World Food Safety Day, UFLEX reaffirmed its commitment to delivering high-quality packaging solutions that not only meet the requirements of its customers but also prioritize food safety.",Facebook Posts,Medium,Uflex Global,Uflex,
277,278,2023-06-07 09:32,Mondi reported that its ProVantage Kraftliner has exceeded Abzac's sustainable development needs while helping to differentiate its brand.  ,Sustainability,Medium,Mondi Group Global,Mondi,
278,279,2023-06-07 09:39,Amcor's Vice President of Sustainability will be joining the 'Consumer Goods Forum Summit' where they will discuss the next phase of circularity in product packaging. The event is scheduled to take place on 7th June 2023.,Events,Medium,Amcor Global,Amcor,
279,280,2023-06-07 09:49,"SIG is working in partnership with its customers to bring food products to consumers around the world in a safe, sustainable and affordable way. ",Facebook Posts,Medium,Sig,Sig,
280,281,2023-06-07 10:17,"On the occasion of World Environment Day, Elopak shared that it has worked systematically to reduce greenhouse gas emissions since 2008, following global frameworks such as the Greenhouse Gas Protocol and standards from the Science Based Targets Initiative (SBTi).",Facebook Posts,Medium,Elopak,Elopak,
281,282,2023-06-07 13:52,"Amcor posted a YouTube video: Amcor Moda packaging solutions: Moda shrink, chill and dry.",YouTube,Medium,Amcor Global,Amcor,
282,283,2023-06-08 01:18,New YouTube Video: Lubella - A pioneer in dry pasta production.,YouTube,Medium,Gea,Gea,
283,284,2023-06-08 02:48,GEA will be joining the 'VL8 Africa Brewing Conference 2023' taking place from the 12th to the 14th of June 2023.,Events,Medium,Gea Beverage,Gea,
284,285,2023-06-08 02:50,"GEA has introduced new teat dip concentrates and blending units, formulated specifically for use with GEA's new intelli blend XP and digiblend teat dip blending systems.",New Products and Services,High,Gea Ireland,Gea,Ireland
285,286,2023-06-08 02:54,Tetra Pak shared why packaging regulations for perishable liquid foods need deeper assessment.,Marketing Updates,Medium,Tetra Pak,Tetra Pak,
286,287,2023-06-08 03:08,"GEA is promoting its 'One Series Homogenizer' which is designed to combine convenience and good quality for small to medium-sized plants, with multiple benefits.",Marketing Updates,Medium,Gea Homogenizer,Gea,
287,288,2023-06-08 03:47,Amcor will be joining the 'Chicken Marketing Summit' taking place from 31st July to 2nd August 2023. ,Events,Medium,Amcor Global,Amcor,
288,289,2023-06-08 03:55,Krones featured its CombiCube which is a compact and powerful brewery concept for 25 to 130 hectolitres of cold wort volume per brew. ,Marketing Updates,Medium,Krones,Krones,
289,290,2023-06-08 05:12,SPX FLOW highlighted that they have innovation centres strategically located around the globe. These were built to collaborate with their customers to help them solve complex challenges and develop new products.,LinkedIn Posts,Medium,Spx Flow,Spx Flow,
290,291,2023-06-08 05:24,Mondi will be joining the webinar 'Top Packaging Trends 2023' taking place on the 28th of June 2023. ,Events,Medium,Mondi Group Global,Mondi,
291,292,2023-06-08 05:30,"Krones has updated it's Our Focus page with a 'Sustainability at Krones' section that includes sustainable company strategy, sustainability in management and more. ",Sustainability,High,Krones ,Krones,
292,293,2023-06-08 05:35,"Krones obtained a B rating in CPD in the categories of climate change and water security in 2022. Moreover, its EcoVadis score was awarded a silver medal.",Sustainability,High,Krones ,Krones,
293,294,2023-06-08 06:42,Krones has established an innovation hub in Parma in cooperation with the Italian subsidiary Kosme. ,Company News,High,Krones,Krones,
294,295,2023-06-08 06:48,"Krones has updated the key messaging on the 'Sustainability' page - Krones enables environmentally friendly, circular-oriented production of beverages and liquid foods. Fundamental to this mission is building a sustainable business across all ESG dimensions. ",Sustainability,High,Krones China,Krones,China
295,296,2023-06-08 07:46,Elopak has completed a detailed study for the hygienic performance of 'Easy Opening vs closures'.,Marketing Intelligence,Medium,Elopak,Elopak,
296,297,2023-06-08 09:26,"On World Ocean Day, Lamipak shared that 'Join us in making a positive impact by opting for Lamipak's eco-friendly paper straws, the most sustainable alternative to plastic'. ",Facebook Posts,Low,Lamipak,Lamipak,
297,298,2023-06-08 11:06,"According to a report, Every second of every day, an estimated I0,000 people come into contact with an Amcor product. That's hundreds of millions of people who rely on packaging made by them to keep their food, water, and medicines fresh and safe each and every day.",Facebook Posts,Medium,Amcor Global,Amcor,
298,299,2023-06-08 12:08,"In a recent post, Krones shared that the 2nd year apprentices and their trainers went on an exciting and educational trip.",Facebook Posts,Low,Krones,Krones,
299,300,2023-06-08 14:12,GEA posted a new YouTube video: GEA's new food.,YouTube,Medium,Gea,Gea,
300,301,2023-06-09 01:56,"On World Oceans Day, Lamipak shared that the ocean sustains life and absorbs 30% of carbon emissions. But plastic pollution harms marine life. ",Twitter Posts,Medium,Lamipak Global,Lamipak,
301,302,2023-06-09 02:27,Twitter Post: Our oceans are under threat and require our collective attention to safeguard their future and our own. At GEA we take pride in our solutions which help protect our seas and the waterways that feed into them.,Twitter Posts,Low,Gea,Gea,
302,303,2023-06-09 03:02,Britvic has launched Robinsons super strength squash in Pure-Pak cartons.,Company News,High,Elopak,Elopak,
303,304,2023-06-09 04:19,Amcor featured an article: Top 7 considerations when evaluating a packaging supplier's facility.,Company Blog,Medium,Amcor Global,Amcor,
304,305,2023-06-09 06:50,GEA has announced the opening of its first technical service centre in Colombia.,Company News,High,Gea,Gea,
